매장명,도로명주소,매장유형,위도,경도
서창영어조합,전남 영광군 군남면 군불로 37,소매업; 자동차 제외,35.2405073,126.4492576
청람노인복지센터,전남 영광군 영광읍 옥당로 233-16,소매업; 자동차 제외,35.2835837587,126.4989624204
하경종골프존,전남 영광군 법성면 대덕길 4,스포츠 및 오락관련 서비스업,35.3553918,126.4518905
GS25영광본점,전남 영광군 영광읍 신남로 167,소매업; 자동차 제외,35.2761524,126.5002939
정주굴비모시송편,전남 영광군 법성면 법성포로 7-34,음식점 및 주점업,35.3612393,126.4427003
영광익스프레스,전남 영광군 영광읍 옥당로 115-78,육상 운송 및 파이프라인 운송업,35.2694802,126.5034778
설도명가,전남 영광군 염산면 향화로 675,음식점 및 주점업,35.214358,126.3759544
미륵골산장,전남 영광군 군남면 천년로 463-37,음식점 및 주점업,35.2313600836,126.415939224
형제굴비,전남 영광군 홍농읍 홍농로 432,소매업; 자동차 제외,35.3932412,126.4450855
코디헤어,전남 영광군 영광읍 중앙로 121-2,기타 개인 서비스업,35.2697887,126.5117333
오복식당,전남 영광군 홍농읍,음식점 및 주점업,35.395774,126.44535
(주)동부유통홈마트,전남 영광군 영광읍 물무로 214,소매업; 자동차 제외,35.2718126,126.5147239
수정굴비,전남 영광군 영광읍 신남로3길 6,소매업; 자동차 제외,35.2755686,126.5027207
을상굴비,전남 영광군 법성면,소매업; 자동차 제외,35.362057,126.445988
세운굴비,전남 영광군 법성면,소매업; 자동차 제외,35.362057,126.445988
일도건강원,전남 영광군 영광읍 신남로 246-2,소매업; 자동차 제외,35.275391,126.5089092
60계치킨영광점,전남 영광군 영광읍 천년로11길 35-1,음식점 및 주점업,35.2753935,126.499521
커피베이,전남 영광군 불갑면 자비길 51-38,음식점 및 주점업,35.2030044,126.5367603
세계맥주 칸,전남 영광군 영광읍 천년로11길 34,음식점 및 주점업,35.2751641436,126.4999727064
루실라에스테틱,전남 영광군 영광읍 물무로 105,기타 개인 서비스업,35.276711,126.5116331
우리김밥분식점,전남 영광군 영광읍 신남로 203,음식점 및 주점업,35.2760772,126.5043627
산새가든,전남 영광군 홍농읍,음식점 및 주점업,35.395774,126.44535
진흥유통,전남 영광군 법성면 용덕로 3,소매업; 자동차 제외,35.3562803,126.4517781
브라운시티,전남 영광군 영광읍 물무로2길 45,음식점 및 주점업,35.2769853,126.5110954
영광화성굴비,전남 영광군 법성면 법성포로3길 20-20,소매업; 자동차 제외,35.3594545,126.4445182
강화식당,전남 영광군 법성면 굴비로 9-2,음식점 및 주점업,35.3616602,126.4448992
참모시송편,전남 영광군 법성면 굴비로 95-2,소매업; 자동차 제외,35.3559991,126.4501037
천일주유소,전남 영광군 법성면 굴비로 72,소매업; 자동차 제외,35.3566328,126.4472399
8번수산,전남 영광군 영광읍,소매업; 자동차 제외,35.273263,126.512818
해상굴비,전남 영광군 법성면 연우로 42-9,소매업; 자동차 제외,35.3666922348,126.4436702283
쌈지,전남 영광군 영광읍 현암길 61-1,소매업; 자동차 제외,35.2757953,126.5114798
서동(수산),전남 영광군 염산면 향화로5길 21-9,소매업; 자동차 제외,35.2111771,126.3742738
처갓집 양념치킨(영광점),전남 영광군 영광읍 중앙로2길 12-15,음식점 및 주점업,35.2712935,126.5142976
마래주유소,전남 영광군 홍농읍 단덕로 229-2,소매업; 자동차 제외,35.4082199,126.4926404
계송정미소,전남 영광군 영광읍 청보리로 105,소매업; 자동차 제외,35.2952385,126.5184362
아름답게 그린배 영농조합법인,전남 영광군 군서면 복호로 197,소매업; 자동차 제외,35.2950689,126.4672433
참치선수,전남 영광군 영광읍 신남로 139,음식점 및 주점업,35.2756846,126.4972893
굴비골농업협동조합 하나로마트,전남 영광군 법성면 법성리,소매업; 자동차 제외,35.3644,126.4485
팅커벨무인호텔/유환회사 나주산업,전남 영광군 법성면 법성포로 27,숙박업,35.359408504,126.4407721394
광성당,전남 영광군 영광읍 중앙로 192-4,소매업; 자동차 제외,35.2760122,126.5121773
한성카,전남 영광군 영광읍 옥당로 190,개인 및 소비용품 수리업,35.2788700222,126.5003079734
장암산표고농장,전남 영광군 묘량면 밀재로6길 24,소매업; 자동차 제외,35.219775,126.5515285
다담장어숯불구이,전라남도 영광군 백수읍 백수로 1111,음식점 및 주점업,35.2803871,126.4309742
본가효굴비,전남 영광군 법성면 굴비로4길 5-28,소매업; 자동차 제외,35.3549007,126.4499729
옥당한과,전남 영광군 영광읍 신남로 186-47,음식점 및 주점업,35.2751519,126.5024879
썸 무인호텔,전남 영광군 영광읍 천년로12길 58,숙박업,35.2775312299,126.4997058379
영광쌍방울,전남 영광군 영광읍 신남로 198,소매업; 자동차 제외,35.2757788,126.5035299
부경식품주식회사,전남 영광군 대마면 전기차2로 157,소매업; 자동차 제외,35.2866949,126.5788834
영광스포츠,전남 영광군 영광읍,소매업; 자동차 제외,35.273263,126.512818
남부주유소,전남 영광군 영광읍 영광로 1326,소매업; 자동차 제외,35.2559009,126.5132873
양지굴비,전남 영광군 법성면 굴비로 23-2,소매업; 자동차 제외,35.3607898,126.4460501
해안성,전남 영광군 백수읍 백수로 897,음식점 및 주점업,35.2821827702,126.4084796068
제일축산,전남 영광군 영광읍 천년로11길 7,소매업; 자동차 제외,35.2728995069,126.5004855965
동락점빵사회적협동조합,전남 영광군 묘량면 묘량로 285,소매업; 자동차 제외,35.2578496181,126.5437105647
달래식당,전남 영광군 영광읍 중앙로 68-2,음식점 및 주점업,35.265461,126.5099639
김광복세무회계사무소,전남 영광군 영광읍 물무로 84,전문 서비스업,35.2767663,126.5092573
옥당골시설채소영농조합법인,전남 영광군 군서면 천년로 1055,소매업; 자동차 제외,35.249851,126.4716808
희망세차장,전남 영광군 영광읍 천년로11길 33,개인 및 소비용품 수리업,35.2752027,126.4995039
농업회사법인 콩콩맘주식회사,전남 영광군 군서면 천년로 1055,소매업; 자동차 제외,35.249851,126.4716808
미샤 영광점,전남 영광군 영광읍 중앙로 176-4,소매업; 자동차 제외,35.2746903,126.5119912
