매장명,도로명주소,매장유형,위도,경도
레이니 잉글리쉬,전라남도 영암군 삼호읍 대불주거6로 16(중흥S클래스리버티아파트),교육 서비스업,34.7551878,126.4598038
복자네 맛집,전라남도 영암군 삼호읍 소등공원1길 8,음식점 및 주점업,34.7666041,126.4382055
기찬밥상,전라남도 영암군 삼호읍 녹색로 828,음식점 및 주점업,34.7641146,126.4700869
네일은맑음,전라남도 영암군 삼호읍 세가래2길 26-9,기타 개인 서비스업,34.7470815,126.4733636
몽블랑,전라남도 영암군 삼호읍 대불주거2로2길 43-16,음식점 및 주점업,34.7550425,126.4616176
걸작떡볶이치킨 영암삼호읍점,전라남도 영암군 삼호읍 대불주거5로 5 (용앙리),음식점 및 주점업,34.7543341,126.4563398
도갑사가는길 호남식당,전라남도 영암군 군서면 도갑사로 80-10,음식점 및 주점업,34.7621594,126.6415156
주지봉,전라남도 영암군 삼호읍 대불주거1로 22,음식점 및 주점업,34.7520603,126.4565786
진도식당,"전라남도 영암군 삼호읍 세가래1길 17, 1동 1층 103호(종원아파트상가)",음식점 및 주점업,34.7475919,126.4735486
쥬쥬눈썹,"전라남도 영암군 삼호읍 삼호중앙로 244, 1층",기타 개인 서비스업,34.7458785,126.4772213
오민헤어.룸,전라남도 영암군 영암읍 농암로 36,기타 개인 서비스업,34.7966547,126.6980514
삼호돼지족家,전라남도 영암군 삼호읍 신항로 112 삼호돼지족가,음식점 및 주점업,34.7480184,126.37675
독천가마솥국밥,"전라남도 영암군 학산면 독천로 194, 103호",음식점 및 주점업,34.725636,126.5703924
오가닉 까페 인디고,전라남도 영암군 군서면 왕인로 710-29,음식점 및 주점업,34.7748843,126.6470871
영미왕족발,전라남도 영암군 영암읍 군청로 2-15,음식점 및 주점업,34.7993326503,126.6965380647
마라탕 마라오리,전라남도 영암군 삼호읍 대불주거1로5길 14,음식점 및 주점업,34.7530996,126.4564865
노들강변,전라남도 영암군 삼호읍 소등로 175,음식점 및 주점업,34.776464,126.452942
현대미디어,전라남도 영암군 영암읍 남문밖길 1,소매업; 자동차 제외,34.7954209,126.7006709
김밥나라,"전라남도 영암군 삼호읍 신항로 84, 2층",음식점 및 주점업,34.7464688,126.3790884
씨유 영암삼호원룸점,전라남도 영암군 삼호읍 신항로 120-9,소매업; 자동차 제외,34.7489049,126.3762885
이마트24 영암대불중흥점,전라남도 영암군 삼호읍 대불주거6로 16,소매업; 자동차 제외,34.7551878,126.4598038
이마트24 R영암터미널점,전라남도 영암군 영암읍 동문로 8,소매업; 자동차 제외,34.7967603,126.7027441
투 쎄븐 빈 (TWO SEVEN BEAN),전라남도 영암군 영암읍 낭주로 132(농협하나로마트),음식점 및 주점업,34.8003438,126.7026842
원광한의원,전라남도 영암군 영암읍 중앙로 65-1,보건업,34.8018819,126.6989928
영암헬스클럽,"전라남도 영암군 영암읍 중앙로 14, 외 2필지",스포츠 및 오락관련 서비스업,34.7978322,126.6958866
대패가1900삼호읍점,전라남도 영암군 삼호읍 대불주거2로2길 15-5,음식점 및 주점업,34.7540115,126.4602007
안흥찐빵,전라남도 영암군 삼호읍 삼호중앙로 242 안흥찐빵,음식점 및 주점업,34.7459287,126.4769859
