매장명,도로명주소,매장유형,위도,경도
푸른창블라인드,경상남도 거창군 거창읍 강변로9길 41(신흥아파트),소매업; 자동차 제외,35.6885346,127.917325
힐링(Healing)당구장,경상남도 거창군 거창읍 거열로 84,스포츠 및 오락관련 서비스업,35.6881401,127.9030298
옥봉이국수,경상남도 거창군 거창읍 시장길 81-13,음식점 및 주점업,35.6872461,127.9148344
보경축산컨설팅,경상남도 거창군 거창읍 소만1길 15-19,소매업; 자동차 제외,35.6925955,127.920063
호식이두마리치킨거창점,경상남도 거창군 거창읍 강양5길 45,음식점 및 주점업,35.6893504,127.9177056
한잔해,경상남도 거창군 거창읍 중앙로 108,음식점 및 주점업,35.6860142,127.9102083
해킹짱쭈꾸미,경상남도 거창군 거창읍 거열로 232,음식점 및 주점업,35.6925829,127.918195
서민정피아노개인과외,경상남도 거창군 거창읍 장팔2길 44-13,교육 서비스업,35.6696857,127.9019232
제이수아(Jsu_a),경상남도 거창군 거창읍 거열로1길 78-20 102호 제이수아,소매업; 자동차 제외,35.6944034,127.9126885
미녀봉식육식당,경상남도 거창군 가조면 가조가야로 1131,음식점 및 주점업,35.7105376,128.0187033
다소니공방,경상남도 거창군 거창읍 하동1길 20,교육 서비스업,35.6876701,127.9120691
슈아로마,"경상남도 거창군 거창읍 시장길 8, 2층(정우당)",소매업; 자동차 제외,35.6854691,127.9112335
슈아로마,"경상남도 거창군 거창읍 시장길 8, 2층(정우당)",소매업; 자동차 제외,35.6854662744,127.9112362455
더타이,"경상남도 거창군 거창읍 아림로 16, 2층",소매업; 자동차 제외,35.684823,127.9113503
개인 과외,"경상남도 거창군 거창읍 거열로6길 56-12, 101호",교육 서비스업,35.6897466,127.9060656
반올림피자샵경남거창점,"경상남도 거창군 거창읍 중앙로 113, 1층",음식점 및 주점업,35.6865274,127.9107219
십오야왕족발보쌈,경상남도 거창군 거창읍 거열로 203 십오야왕족발보쌈,음식점 및 주점업,35.691176,127.9157556
카이스PC방1호점,경상남도 거창군 거창읍 죽전1길 13 카이스pc방,스포츠 및 오락관련 서비스업,35.6898488502,127.9087571967
신전떡볶이,경상남도 거창군 거창읍 아림로1길 7,음식점 및 주점업,35.6852958,127.9105743
"여기,스카 스터디카페",경상남도 거창군 거창읍 아림로2길 33,기타 개인 서비스업,35.6884018,127.9115505
삼성재활용,경상남도 거창군 거창읍 중산길 14,소매업; 자동차 제외,35.6726663283,127.9102502717
거창멸치국수,경상남도 거창군 마리면 송계로 27,음식점 및 주점업,35.7321246,127.850313
합천상회,경상남도 거창군 거창읍 중앙로 120,소매업; 자동차 제외,35.6864778,127.9115544
월성횟집,경상남도 거창군 북상면 깊은골길 23,음식점 및 주점업,35.7653364,127.75803
ES MEDIA(ES 미디어),경상남도 거창군 거창읍 강변로 259 2층,"기타 전문, 과학 및 기술 서비스업",35.6890761,127.9242915
조선갈비탕,경상남도 거창군 거창읍 공수들3길 30 1층 조선갈비탕,음식점 및 주점업,35.6869794,127.9024699
조선갈비탕,경상남도 거창군 거창읍 공수들3길 30,음식점 및 주점업,35.6869794552,127.9024696166
아이민(I mean) 놀이터,경상남도 거창군 거창읍 거열로1길 86 GnG4차상가 3층,교육 서비스업,35.6939372,127.9122408
NUPC거창점,"경상남도 거창군 거창읍 강변로 117, 2층",스포츠 및 오락관련 서비스업,35.6844400754,127.9098969531
페니블루,경상남도 거창군 거창읍 중앙로1길 20-3,소매업; 자동차 제외,35.687779,127.914135
척바른신경외과의원,경상남도 거창군 거창읍 거열로 116,보건업,35.6886058,127.9065094
제일대리운전,경상남도 거창군 거창읍 동동1길 21,사업 지원 서비스업,35.688693,127.9217023
청우건설,경상남도 거창군 남상면 수남로 1779 무촌상회,종합 건설업,35.6400556,127.9049506
열창노래연습장,경상남도 거창군 거창읍 중앙로 169,스포츠 및 오락관련 서비스업,35.6880689,127.9166269
청아,경상남도 거창군 거창읍 대평3길 74 청아,음식점 및 주점업,35.6860239,127.9207182
태광태양광발전소,경상남도 거창군 남상면 웃골길 215,"전기, 가스, 증기 및 공기 조절 공급업",35.6598833577,127.9209706306
준희건업,경상남도 거창군 거창읍 밤티재로 1273-13,전문직별 공사업,35.6687504,127.9303575
사상체질건강원,경상남도 거창군 고제면 빼재로 1278-5,소매업; 자동차 제외,35.8080382,127.8739038
소나무공부방 수학교습소,경상남도 거창군 거창읍 창동로 140,교육 서비스업,35.6895896,127.9201083
농업회사법인 해플스팜사이더리 주식회사,경상남도 거창군 거창읍 갈지2길 192-8,음식점 및 주점업,35.7152907,127.8993619
세븐일레븐 거창대동중앙점,경상남도 거창군 거창읍 중앙로  158-1,소매업; 자동차 제외,35.6874212,127.9154501
라임오렌지,경상남도 거창군 거창읍 정장길 3,음식점 및 주점업,35.6780709,127.9116279
대동막창,경상남도 거창군 거창읍 거창대로2길 28,음식점 및 주점업,35.6878672,127.9173283
못난이소주방,경상남도 거창군 거창읍 시장1길 26,음식점 및 주점업,35.6860164,127.9121649
기장산곰장어,경상남도 거창군 거창읍 강변로9길 61,음식점 및 주점업,35.6895225,127.9173845
거창파닭,경상남도 거창군 거창읍 아림로1길 6,음식점 및 주점업,35.6854787,127.9105933
원더풀꽈배기 거창점,경상남도 거창군 거창읍 중앙로 111,음식점 및 주점업,35.686506,127.9106434
금호간받이구이,경상남도 거창군 거창읍 수남로 2266,음식점 및 주점업,35.6811342531,127.912452621
금호간받이구이,경상남도 거창군 거창읍 수남로 2266,음식점 및 주점업,35.6811342,127.9124528
대박왕만두왕찐빵,경상남도 거창군 거창읍 중앙로 155,음식점 및 주점업,35.6877151,127.9152333
