매장명,도로명주소,매장유형,위도,경도
보건약국,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
선돌막국수,강원 횡성군 횡성읍,음식점 및 주점업,37.492351,127.992601
향토추어탕,강원 횡성군 횡성읍 문화체육로 71,음식점 및 주점업,37.4957897,127.9904771
대우사전기,강원 횡성군 횡성읍,개인 및 소비용품 수리업,37.492351,127.992601
이화주단,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
영신그릇상회,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
흥일상회,강원 횡성군 횡성읍 읍상서로5번길 16,소매업; 자동차 제외,37.4895768,127.9872835
느티나무한의원,강원 횡성군 횡성읍 태기로 29,보건업,37.4912603,127.9871447
공근종합철물건재,강원 횡성군 공근면,소매업; 자동차 제외,37.536491,127.961752
서울고무,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
파리바게뜨횡성점,강원 횡성군 횡성읍,음식점 및 주점업,37.492351,127.992601
백금당,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
현대철물,강원 횡성군 우천면,소매업; 자동차 제외,37.459443,128.06235
한솔화장품,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
경방유리샷시,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
곱슬머리헤어라인,강원 횡성군 횡성읍,기타 개인 서비스업,37.492351,127.992601
학담철물건재,강원 횡성군 공근면,소매업; 자동차 제외,37.536491,127.961752
동부농자재,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
고향식당,강원 횡성군 우천면,음식점 및 주점업,37.459443,128.06235
성우관,강원 횡성군 둔내면,음식점 및 주점업,37.512233,128.218813
대명페인트,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
강원농자재,강원 횡성군 안흥면,소매업; 자동차 제외,37.412478,128.156058
일송횟집,강원 횡성군 횡성읍,음식점 및 주점업,37.492351,127.992601
태양카센타,강원 횡성군 안흥면 서동로 1162,개인 및 소비용품 수리업,37.4141256035,128.1577627167
대한농자재,강원 횡성군 둔내면 둔방로3번길 12,기타 개인 서비스업,37.5127406,128.2110278
J스포츠,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
섬강뚝배기,강원 횡성군 횡성읍,음식점 및 주점업,37.492351,127.992601
한정식당,강원 횡성군 횡성읍,음식점 및 주점업,37.492351,127.992601
횡성축산업협동조합,강원 횡성군 우천면,음식점 및 주점업,37.459443,128.06235
두부마당,강원 횡성군 우천면,음식점 및 주점업,37.459443,128.06235
남산 칼국수,강원 횡성군 횡성읍 삼일로 10-10,음식점 및 주점업,37.4902798363,127.986967339
우리집갈비,강원 횡성군 횡성읍 문화체육로 62,음식점 및 주점업,37.4954086771,127.9893241953
송림상회,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
두부사랑,강원 횡성군 둔내면,음식점 및 주점업,37.512233,128.218813
정문약국,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
영지가든,강원 횡성군 횡성읍,음식점 및 주점업,37.492351,127.992601
승미보리밥전문,강원 횡성군 횡성읍,음식점 및 주점업,37.492351,127.992601
산속의곰탕,강원 횡성군 둔내면,음식점 및 주점업,37.512233,128.218813
은파피아노교습소,강원 횡성군 횡성읍,교육 서비스업,37.492351,127.992601
미즈헤어샵,강원 횡성군 횡성읍 앞들서남로 15,기타 개인 서비스업,37.4872508,127.9825162
서울식육점,강원 횡성군 우천면,소매업; 자동차 제외,37.459443,128.06235
횡성더덕순대,강원 횡성군 횡성읍 한우로 215,음식점 및 주점업,37.4944462,127.9817645
서울가구,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
미사랑헤어,강원 횡성군 횡성읍 앞들서2로 34,기타 개인 서비스업,37.4888977,127.9804393
코스모스화원,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
오가네오돼지,강원 횡성군 횡성읍 북천로 12,음식점 및 주점업,37.4934171,127.9914518
토속안흥찐빵,강원 횡성군 안흥면,음식점 및 주점업,37.412478,128.156058
(주)덕신상사,강원 횡성군 둔내면,소매업; 자동차 제외,37.512233,128.218813
계곡쉼터녹지원식당,강원 횡성군 둔내면,음식점 및 주점업,37.512233,128.218813
까무하우스,강원 횡성군 둔내면,음식점 및 주점업,37.512233,128.218813
횡성내과,강원 횡성군 횡성읍,보건업,37.492351,127.992601
판다팜,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
삼일지업사,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
백두에서한라까지,강원 횡성군 둔내면 경강로 4296,소매업; 자동차 제외,37.4910735,128.188573
한우마을,강원 횡성군 둔내면,음식점 및 주점업,37.512233,128.218813
금광마트,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
한일카타이어,강원 횡성군 횡성읍,개인 및 소비용품 수리업,37.492351,127.992601
만능철물공구,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
한국관식당,강원 횡성군 둔내면,음식점 및 주점업,37.512233,128.218813
상진건재상사,강원 횡성군 둔내면,소매업; 자동차 제외,37.512233,128.218813
부길식당,강원 횡성군 횡성읍,음식점 및 주점업,37.492351,127.992601
민속촌식당,강원 횡성군 횡성읍,음식점 및 주점업,37.492351,127.992601
딩동댕노래연습장,강원 횡성군 횡성읍,스포츠 및 오락관련 서비스업,37.492351,127.992601
마야머리방,강원 횡성군 횡성읍,기타 개인 서비스업,37.492351,127.992601
용신상회,강원 횡성군 횡성읍,소매업; 자동차 제외,37.492351,127.992601
행운식당,강원 횡성군 둔내면,음식점 및 주점업,37.512233,128.218813
공근건강원,강원 횡성군 공근면,음식점 및 주점업,37.536491,127.961752
